rating_user_id,movieId,rating,predicted
510,2710,1,2.552212905
290,2385,3,2
221,446,4.5,3.44065247
598,7361,5,3.856707933
596,4014,3.5,3.515258072
414,157699,4,3.799723811
34,31685,2,3.635635578
62,2115,4.5,3.866499811
448,105211,3.5,2.5
137,1242,4,4.110859985
438,2642,3,2.402993955
606,47538,2.5,
352,51662,4,3.867559908
572,3093,5,3
129,4878,2.5,4.063063939
279,164179,4,4.143243171
428,6365,3,2.759266521
152,858,5,4.139514391
328,1198,5,3.863366304
427,435,3,2.23024594
367,3751,5,3.599985451
599,97306,3,3.20138603
525,98243,3,3.770092528
111,78174,1.5,
42,2735,4,2.923998236
606,2677,4,5
560,6863,3,3.43024231
19,422,3,2.685588393
51,3363,4.5,3.953630241
474,381,2.5,3.985868525
68,2096,3,3.153749372
189,7153,4,4.2165625
599,93723,1.5,
556,41566,3.5,4.063201515
596,3623,2.5,2.620903059
387,778,4.5,3.987853405
3,2090,0.5,3.547716549
1,3740,4,4.312243144
73,99106,1.5,3.5
217,357,3,3.155525487
438,43928,0.5,1.922286394
282,55765,4,4.26143004
310,1247,4.5,4.339280432
448,122924,2,2.741234014
91,2990,2,3.222392477
103,4848,5,4.125932463
380,3156,4,2.886136571
566,552,4,3.261828787
298,77561,3.5,3.069097214
599,31921,2.5,
381,4226,4.5,4.161134863
292,2376,4,3.473511616
43,596,5,4.307796899
50,127146,3,
46,185,4,3.828222302
564,119141,4.5,3.80846623
89,117590,4,3.55404263
217,1963,1,3.390619975
140,3107,3,3.244459562
125,4738,4,4
274,74532,2.5,2.85580511
382,1702,3.5,3.423060257
560,122890,3.5,3.795932101
48,1527,4,3.775290271
338,183897,1.5,3.851705445
567,162606,1,2.741459312
475,122882,4.5,4.168302745
290,2772,3,2.718065362
7,8665,3.5,3.578963305
282,1704,4.5,4.363530968
6,26,4,3.570413611
599,66171,2.5,3.5
610,46970,4,3.355487252
469,733,3,3.715107774
256,39183,2,3.62031681
312,3863,3,2.911583464
132,7034,3,3.413090644
480,8861,2,3.129529262
414,82202,3,2.354692951
274,5804,2.5,
217,3363,3,3.892750049
387,356,4,3.984651279
227,81845,3.5,4.184166864
226,2011,4,3.540648111
368,1957,4,4.486405151
587,380,4,3.83374513
488,7139,2.5,4.249469636
135,231,2,3.307085791
535,2539,3,3.156780129
529,653,4,3.029700387
62,6058,3.5,3.019064172
448,80590,2,4
14,592,2,3.402681759
368,1210,4,3.9178731
534,3483,4.5,3.307416922
221,4128,3.5,3.866943156
29,56174,4,3.491488158
474,4034,4.5,3.93189787
448,7319,3,1.795173128
21,7569,4.5,4.076823219
43,231,3,3.928951615
112,25,2.5,3.567989299
414,3127,2,3.161839093
352,38038,3,3.839014113
502,3147,5,3.68156806
339,4848,5,4.026859274
19,2723,5,2.797916529
45,784,4,3.200485165
368,3272,3,3.512454337
27,1148,5,4.050735759
608,5452,1,1.967365849
125,70286,4,3.747648683
187,2700,4.5,3.908425069
606,8454,3.5,
551,112183,0.5,3.768526797
111,3988,3.5,3.034596282
285,474,3.5,4.199598096
370,4014,3,3.574005149
414,4103,5,3.977359161
474,1223,4.5,4.201543716
481,1653,3,3.705010076
606,1093,4,3.636512407
379,349,4,3.905946124
212,96079,4,3.743109879
160,4979,4.5,3.576347588
121,597,3,3.516346749
274,3285,2,3.21064635
437,527,5,4.380896483
577,494,3,3.339729959
414,97304,4,4.022737865
608,110,4,3.861611175
562,4135,5,
477,2450,0.5,2.842157738
213,1240,4,4.154933
590,8807,2.5,3.216546393
259,4886,4,2.836756613
222,59014,2,3.5
606,6874,4.5,3.930068587
140,1252,3.5,4.258972079
606,3426,4,2.786623627
298,48780,2,4.117909315
599,47,4,3.737417535
305,107314,2.5,
28,44204,3,3.18984909
105,750,4,4.389642399
309,1263,3,3.787685305
567,104944,3.5,4
217,2733,2,2
246,7361,5,4.566426983
307,60487,4,3
27,5060,2,4.181409257
248,1291,4,3.871217263
19,842,2,2.068354437
332,7090,4.5,3.760814075
156,922,4,4.352919268
140,26865,1,4.237315373
303,1080,1,4.28266462
600,2174,4.5,3.419369543
489,923,3.5,3.959162438
560,134853,3.5,3.903929798
306,159858,4,0.5
4,3160,4,3.56808183
58,292,4,3.583249663
292,3682,4.5,4.195559138
91,1220,5,3.860424512
288,1591,3,2.256859318
76,541,3.5,3.976601085
380,171763,4,4.673441058
68,3105,3,3.694630615
105,107159,4,
418,4571,4,3.244948918
64,1673,4.5,4.250476281
457,2858,3,3.9660264
287,8622,4.5,3.22041247
39,2580,5,3.88186908
560,1210,4,4.156328763
18,86190,3.5,3.146035164
140,4047,4,3.603127518
256,90405,3.5,3.595104539
103,912,5,4.432584977
307,48394,3,3.723718665
146,502,2.5,2.314039348
24,50,4,4.235036334
599,1220,3.5,3.625594884
50,103228,2,3.00369801
232,4720,4,3.703196933
477,1392,4.5,3.855412012
457,2490,4,3.518733818
135,4881,3,3.988245444
608,5072,4.5,3.82261397
16,50,4,3.970846007
410,3823,4,
428,377,2.5,2.827642372
182,1769,3.5,2.86401836
169,1022,4,3.775872601
480,3355,4,3.104220873
68,2,2.5,3.282631896
307,39234,2.5,3.610408202
522,58295,4.5,3.628258561
64,4011,4.5,4.202924823
305,4016,3.5,3.84479568
219,5064,3.5,3.78436683
141,3489,4,3.413951324
230,2605,3.5,2.995270422
448,7373,3,3.229035275
462,102445,2,3.578770457
199,53550,3.5,2.5
125,95167,3.5,3.504801529
125,156371,4,3.5
445,527,3,4.107228365
317,7438,3,3.816582394
355,1198,5,4.244435528
169,4886,5,4.382673422
453,608,4,4.357537625
472,2431,4,3.957182558
606,4226,4,4.111269216
131,2393,3,2.937382852
354,7147,4.5,3.894016269
298,65982,3,2.788787217
382,61132,5,3.695032524
594,494,5,4.110583941
369,3033,4,3.415541003
75,435,1,2.450706994
381,2571,5,4.219107305
357,1101,4,3.211385922
357,918,5,3.896907247
480,2628,2,3.174557089
51,2762,5,4.030905142
474,586,2,2.880167469
298,149354,0.5,2.389177212
310,733,4,3.635750112
274,72378,2,2.629348737
156,2947,2,3.803643499
414,191,2,2.828997716
474,2261,2,3.215401953
280,73266,3,0.5
494,260,5,4.777951544
239,2302,3,3.331339999
610,7324,3,3.409529884
57,1,5,3.908871514
452,3273,4,3.118680368
217,2094,3,3.260759041
66,481,2,3.482892362
19,1848,2,3.451356242
580,1584,3.5,3.472851337
288,541,4,4.084294986
586,122918,5,4.336509316
517,2380,0.5,1.921941592
220,63113,3.5,3.685011046
560,56563,2.5,3.51702362
479,5568,2,3.113116804
28,2023,3.5,3.192482453
41,118900,4,2.307469508
305,142448,3,2.999410288
288,5378,3.5,3.345932406
116,1380,4.5,3.038048504
313,1449,5,3.685410097
522,2393,4,2.688329543
182,1197,3.5,4.242261091
420,8464,4.5,3.490486753
597,1196,5,4.385121149
313,2553,4,2.757463573
405,390,4,3.697547825
560,1196,4,4.106400938
438,186,3,3.125761207
495,4734,3.5,3.190950465
380,6281,3.5,3.23240889
129,32587,4.5,4.07889498
42,1663,4,3.927218198
309,2028,4.5,4.10393269
169,2028,5,4.58181605
6,881,3,2.453830691
509,1732,3.5,3.838295987
73,111320,1.5,
441,1517,5,4.36485263
100,2108,3.5,3.474700172
593,44191,4,3.639150342
610,60471,3.5,
68,2335,3,2.916366785
479,3361,4,3.752507142
564,106918,3.5,4.492293251
580,3556,5,3.822620548
274,4874,1,3.624596993
30,122904,5,4.671709133
156,1077,4,3.519702659
489,2124,2.5,3.317614281
186,916,5,4.254201758
64,2804,5,4.040613516
351,59369,4.5,3.621166875
469,3699,4,3.336727177
182,4056,3,2.651795072
6,719,2,3.401593896
346,527,3.5,4.158659665
528,3101,2.5,3.219138822
551,112175,3.5,3.968180655
226,2,3,3.431827758
226,2100,3,3.176222938
579,1580,4,4.108398185
83,318,5,4.609394285
368,1196,3,3.893842758
351,54787,3.5,
227,32,4.5,4.218960501
182,1546,3.5,
298,27808,2.5,3.111429604
38,161,4,3.589890026
452,924,3,4.108920033
351,6214,4,3.667781344
111,4228,2.5,1.737101519
599,104841,3,3.340729298
232,8360,3,3.612368288
105,1199,4,4.268822129
469,1747,3,3.421723082
509,48780,3.5,4.145684575
213,51662,3.5,4.013308052
217,2722,3,2.53716178
503,6711,3.5,3.997938138
115,1645,4,3.480587865
608,3752,4,2.889221341
288,2009,3,3.532512632
226,2329,4.5,4.321887265
68,2334,3.5,3.038975167
195,1573,3,3.487252924
275,1084,5,4.2786114
380,52950,2,
371,4993,4.5,4.586198035
290,1674,4,3.810039891
246,7669,5,3.702394436
91,260,4.5,4.228288239
480,3168,3.5,3.857554641
12,838,5,4.678756362
606,2324,5,4.089124886
330,1288,4.5,3.974552785
63,1080,5,4.111749349
246,82202,4,2.573332242
34,2762,3,3.56663208
582,74458,4,3.873532525
104,94150,4,
414,72605,4,3.668175315
448,2019,5,4.105718486
325,3175,4,3.672449728
131,3178,3,3.351776477
288,2762,3,3.837998465
344,110,4.5,4.095080072
195,4389,3,2.5
356,3477,5,3.355242788
357,4447,4,3.299819368
514,3385,3,2.760699854
271,1994,3.5,3.347608799
607,480,4,3.907107686
448,97858,2,
79,3029,3,3.657948425
599,4848,4.5,3.836548393
130,592,3,3.814552209
517,2018,4,3.050488114
45,1769,3,3.072839877
387,7328,3.5,
600,3093,3.5,3
414,5452,1,2.103157819
64,3052,4,3.685289422
81,377,3,2.651813367
288,2121,2,2.073425592
159,4306,4,4.149426332
189,593,4,4.37850784
247,69122,4,3.626059182
474,1293,4,3.78651024
211,36529,3.5,3.750978587
290,1385,3,3.055423346
301,364,3.5,3.657208921
599,85881,3.5,3.440089046
610,27904,3.5,3.826451842
456,3,3,3.945862722
52,293,4,4.421601101
232,72489,4,4
288,31427,2.5,2.30406134
68,56587,3,3.638324648
346,1348,4,3.495673173
238,858,3,3.935354284
594,2196,5,
610,120635,1,3.116306546
497,410,2,3.043180365
432,7306,3,
285,1333,4,3.678746765
123,91500,3.5,3.491702535
6,640,1,3.120870481
217,432,3,2.432181469
528,356,5,4.00004445
101,2716,4,3.880170332
219,54001,2.5,3.735150893
452,1610,4,4.312051694
43,79,5,3.513178056
240,653,5,3.43469831
534,33493,4,3.745597888
610,4975,3.5,3.589139703
298,109895,0.5,2.941289925
552,541,5,4.027142122
414,63113,4,3.518257411
165,441,3,3.673829372
610,106002,3.5,3.534205882
265,79,2,2.839206757
372,1221,5,4.049667815
19,377,4,3.172384652
525,4718,1,2.872931857
84,551,3,3.492214433
480,589,4.5,3.896629024
298,48322,3,3.829883446
70,8949,5,3.754739667
225,3253,4,3.661425577
387,33164,2,2.5
484,104,4,3.894726555
298,6283,4.5,3.827958846
195,4019,4,3.702477826
182,3910,5,3.69453313
414,73017,4,4.012586991
279,780,4,3.422240632
590,588,4,3.772548047
573,5093,2,3.315674207
68,4270,3.5,3.066106353
313,1344,4,4.081281092
464,8984,4.5,3.255570197
122,69784,4.5,3.727985236
65,109487,4.5,3.891273241
137,3471,3,3.923191218
249,95167,4,3.747370848
150,5,3,2.723189015
380,3421,5,3.919253007
495,89492,5,4.249436187
576,327,2.5,2.814589703
414,5009,4,2.710880304
477,3751,4,3.681788263
125,288,5,3.239332145
68,122904,4,3.942518552
21,102993,2,3.881896357
361,2167,2,3.50707544
50,164280,3.5,
167,1385,2,2.996361467
520,1801,4,3.593395655
119,54286,4.5,3.96034807
372,1215,5,3.80365618
480,37741,4.5,3.831157996
103,37729,4,3.613101834
334,54881,3.5,3.941855302
310,2518,4,3.18824088
117,26,4,3.449458113
98,53464,2.5,2.529089932
448,3681,5,4.195370274
491,4018,4,3.416780748
50,318,3.5,4.388689218
517,2565,4.5,4.349077709
45,569,2,3
140,1580,3,3.601319022
96,733,4,3.851742517
274,1961,3.5,3.795335105
20,5171,2,3.213271287
357,2160,5,4.163109874
185,4016,4,3.963684603
372,249,4,3.909124539
347,47,3,3.933588211
292,3755,2,3.122294195
120,5,4,2.890586364
599,474,2.5,3.50634493
600,1393,3.5,3.249592573
195,4033,4,4.039947856
576,2826,4.5,3.030902395
294,2,3,3.127905413
103,1945,4,4.185914137
437,800,5,4.213357674
197,1209,5,3.868105228
199,3129,4,3.315528295
246,41569,3,3.615502522
525,45517,3,3.364825317
352,139385,5,3.958249789
365,103772,3,3.25153276
390,5618,4.5,4.313904478
17,2329,4.5,4.467382875
28,145,1.5,3.263438957
234,2568,3,3.252696029
65,116797,4.5,4.038556138
177,508,3.5,3.689265714
153,63082,1.5,2.833054759
105,146028,4,
58,454,3,4.036232982
346,306,4.5,4.069215762
112,339,1.5,3.423080523
132,356,4,3.731849562
140,3168,4,3.750758993
187,431,4.5,3.635383842
330,1965,3.5,3.515148323
567,1260,4,4.121517559
111,8961,1,3.869787555
474,1197,4.5,4.272808664
368,2307,3,
460,34405,5,4.116187812
307,34326,2,4
572,17,5,3.975810563
606,37731,3.5,3.789640904
298,102123,1.5,3.411075486
178,6539,2.5,3.904051344
475,60074,4.5,3.563303442
606,5628,2.5,3.860768225
469,1082,4,3.712198892
411,368,4,3.33613952
603,288,4,3.215327671
414,4068,2,2.902894736
217,3552,2,3.766132574
489,7318,3,3.167572836
469,2324,3,4.008199583
260,3911,3,3.488371318
19,3712,3,2.654775641
489,1246,4,3.837499594
177,8965,3,3.019236392
42,858,5,4.225090386
131,48516,3.5,3.646893956
469,552,2,3.329495748
477,2762,4,3.919970465
562,83134,4,3.639996614
140,609,3,3.639262396
288,2136,3,2.318923786
214,25,2,3.580185971
420,923,3.5,4.074914177
600,2162,3.5,2.130493956
74,1094,4.5,3.785863874
599,3070,3,3.548426334
540,8874,4.5,4.156290599
495,344,4.5,3.251646048
464,48516,4,4.405117808
220,377,3.5,3.963363367
42,2110,4,3.270932985
212,55247,3.5,4.054771244
307,3705,2.5,2.375511875
414,1080,5,4.073765056
292,130576,2,2.769531408
599,720,4.5,4.17086967
555,2642,3,2.491915177
287,3033,4,2.827859747
480,736,2.5,3.241705829
212,4027,3.5,3.528586283
305,8014,4,4.332049876
50,94677,2,3.660041522
483,33493,3,3.605117653
452,2533,5,3.317108231
11,1918,4,2.986536279
305,4232,3,3.127368676
201,1259,4,4.579946468
525,34150,1,2.633910703
448,45186,2.5,3.622497415
317,593,5,4.085052201
586,54001,4.5,4.205135127
265,1945,4,3.696752111
426,50872,3,3.843070552
156,1213,4,4.230980663
125,159415,4,2.5
49,79091,4,3.887294414
396,1276,5,4.435752717
497,858,4,4.052584712
570,49272,4,3.865422257
233,68157,3.5,3.612932531
272,3147,4.5,4.037092719
580,589,4,3.948057125
116,480,4,3.697812018
555,3591,3,2.660480435
370,5989,3.5,3.925495979
380,2334,2,3.129117204
608,5502,4,3.359668479
13,4011,5,4.293601146
599,3007,3.5,3.5
429,381,4,3.961863492
509,72701,3.5,2.74196407
414,1059,4,3.728787643
568,480,3,4.393776509
546,2455,3,3.434716048
533,103688,5,3.762322261
274,30883,1.5,1.5
103,7367,3.5,2.392656827
381,1704,4.5,4.145116659
564,44193,3,3.856512134
64,198,3,3.266071557
97,1193,4,4.515555292
325,30,4,
414,53972,3.5,3.653730221
600,778,3.5,3.946372691
599,1663,2.5,3.553072635
132,1345,3,3.143324949
587,590,5,4.235714483
160,3877,2,2.720132471
51,6786,3,4.709389213
217,2152,2,2
274,4344,3.5,3.018837756
249,106100,5,4.080890231
265,2968,3,3.781104764
391,4334,5,4.379165137
368,3768,1,
51,3,4,3.30356669
219,34405,4,3.964546885
572,1272,5,4.54647591
577,593,4,4.160773154
307,4002,2.5,3.68459115
7,480,5,3.695236332
367,3623,4,3.038714779
15,527,5,3.970769465
58,223,3,4.108378561
570,778,4,3.893872407
275,6122,5,3
109,593,4,3.956943011
309,1198,4,4.262511561
198,1639,2,3.736542515
249,103980,4.5,3
91,344,3,3.012557863
132,5225,3,3.617377117
334,2959,3.5,3.976350873
225,2248,4,3.831862505
414,5346,1,2.5
226,8917,2,3.862501088
249,20,3.5,2.566945936
290,2565,4,4.094122782
111,2571,0.5,4.088510905
410,3088,4,3.809720122
331,6541,2,2.662821243
232,53322,3.5,3.777267907
6,43,4,2.651148895
169,3755,4,3.48931772
432,81417,4,4.106568673
599,8910,2.5,3.704353004
469,1356,3,3.880540475
414,6574,1,
474,3264,3.5,2.427203075
610,115727,5,
359,2396,3,3.6789496
187,145,1,3.402242297
514,260,5,4.230022757
548,1621,4.5,2
517,80969,4,4
19,3622,3,
209,140956,3.5,3
298,60293,3,
386,165,2,2.957133492
359,1544,3,2.633198557
28,481,3,3.034654361
596,115617,4,3.960302099
1,2353,5,3.818804983
27,367,4,3.456080714
219,2078,3.5,3.758218952
125,108727,4,
220,69526,3,2.469734719
123,2329,4.5,4.068955667
522,79008,4.5,4
599,4200,2,4.5
318,56145,3,2.422073069
268,2324,2,3.756529521
385,282,3,3.261209789
478,33794,4.5,3.797500732
300,7361,5,4.454773618
140,1213,3,4.301810647
298,106489,3.5,3.493828469
282,2375,5,3.114567442
414,87304,4,3.5
217,410,3,2.986756981
603,345,3,3.561826459
125,168252,3.5,4.613831194
299,1198,4,4.242911573
221,1321,4,3.41500114
21,79592,3.5,3.154250208
294,2477,2,3.837401761
279,4886,3,3.776219819
514,592,2.5,3.492648072
599,2803,2,3.011680802
122,7022,4,4.378531379
600,1348,2.5,3.664527758
80,6874,4.5,3.858435795
288,2456,1,2.108594417
218,1250,4,4.4570891
414,5992,3.5,3.780755064
564,71535,3.5,3.902852703
246,65261,5,4.444860873
460,3114,4,4.068331441
99,293,5,4.26836635
603,3623,3,2.523007329
3,1263,0.5,2.937613796
275,2134,3,3.11714678
201,2336,4,3.824687021
368,3810,3,3
99,318,5,4.906809137
91,750,5,4.340087193
288,1290,2,3.538118648
608,2490,5,3.291880108
356,2797,4,3.910636458
18,48516,4.5,4.283302082
288,4443,3,2.5
105,541,4,4.092772274
18,2692,3,3.997054665
28,2716,1.5,3.358196733
288,2035,3,3.93937997
180,2959,4.5,4.184529188
448,3114,5,3.853696115
177,5419,2.5,2.851328317
562,7340,4,2.671340269
523,127052,4,5
414,103048,4,3
58,32,5,4.231213523
567,26717,0.5,
483,95875,3,3.575581367
219,61246,2,
490,35836,3,3.576591866
417,5952,5,4.448055481
414,40826,2.5,3.145353169
110,3268,3,1.695482044
381,3826,2,2.383802061
11,2028,5,4.4029643
326,5446,4.5,3.442710148
428,4886,2,3.473747023
546,158,2,3.223578696
216,2144,3,3.524049734
167,3671,3.5,3.817308421
472,3298,4,3.827438023
480,1690,2,2.861631207
418,116797,4.5,4.335369756
438,6888,1.5,2.123580231
57,1784,4,3.696435271
105,170705,5,3.97892346
95,6979,4,3.325577541
62,46723,3,3.828020686
140,848,4,3.018761816
580,45499,4.5,3.57812469
113,1043,2,2.478809562
559,6,5,3.780951128
199,377,2,3.394483958
248,122904,4.5,3.870547119
606,969,4,4.09207048
414,1094,3,3.64870672
482,2174,4,3.338557399
509,2657,3.5,3.375385431
7,4963,4,3.557810107
305,122926,4,4.200172037
586,6156,4,3.528624259
199,3671,4.5,3.786106886
305,1199,4,4.283377343
325,293,3,3.967999987
305,25,3,3.772351614
474,8266,2.5,2.5
91,3000,4,4.242772387
527,5040,4,3.373419447
428,6880,1,1.859019515
580,2012,3,3.473321888
57,1036,4,3.920172061
567,94959,3.5,4.076680696
305,103339,4,2.864819358
414,3916,4,3.643072098
105,1281,5,4.075659871
198,36,5,3.87388424
233,159817,4,4.012408577
219,60684,4.5,3.977773409
387,8290,1,
19,1257,3,3.296801164
68,5266,2,3.061328038
332,85510,3.5,2.862023967
448,79259,2.5,
534,45431,3.5,3.820480253
480,4018,1.5,3.12718785
371,56715,5,4.062653086
186,2688,4,2.82421671
387,55820,4.5,3.889762278
103,4306,3.5,3.901915496
387,969,3,4.061789418
451,141,4,3.693636146
368,3430,3,3.510265912
365,4896,2.5,3.504024911
182,1222,5,4.085378257
112,68954,4,4.135768946
64,2369,3,2.733675054
553,555,3.5,4.263782225
597,2040,4,2.598527551
219,1079,2.5,3.783417118
448,99106,2.5,3.5
560,45722,3.5,3.58522018
427,1527,3,3.708227098
491,4246,3.5,4.062129421
542,4369,0.5,2.995781544
599,2359,2.5,3.477651189
19,1196,4,3.824626675
182,6620,4,3.913538571
240,761,3,2.948842604
177,70159,2.5,3.5
362,1945,4.5,4.21267771
567,364,2.5,3.33498107
91,555,3.5,3.672029154
573,4388,4,2.963702163
202,3725,3,4
225,1219,3,3.784367629
599,97950,2.5,
220,2450,0.5,2.743052566
100,235,1,3.675492276
68,8910,1,3.523965513
113,2671,2,3.265414698
599,82167,2.5,3.133704045
318,117364,4,
522,49272,5,4.169682829
8,377,4,3.462484206
438,223,3.5,3.980823427
68,3160,2,3.560046899
603,156,2,4
211,89864,3.5,3.612460075
177,7263,3,3.40694636
212,109374,4,3.771888697
317,112556,3,3.685226887
405,1247,4,3.936563025
109,47,3,3.866998765
368,832,3,3.029954525
6,22,5,3.446696881
140,362,4,3.870674428
68,337,3.5,3.739655558
73,33836,3,2.409769855
393,54259,5,3.337560136
140,4234,3,3.415569396
571,2548,2,2
339,84152,4,4.226225836
117,778,3,4.006877704
103,134881,5,4
119,4344,4,3.615576461
573,112852,4.5,4.442795142
219,3785,2,2.847084229
28,55820,4.5,3.654518144
156,2752,3,2.813055025
233,59315,3,3.555859404
584,208,4,3.472363746
253,44633,4.5,
182,1729,4,3.806586962
73,64957,3.5,3.877151641
471,78499,4.5,4.31922114
264,595,4,3.909737879
474,933,3.5,4.261595473
387,6874,4,3.891409103
411,427,1,2.092221688
288,2846,3,3.791842254
603,3160,4,3.698037494
599,26662,2,3.903242569
474,25769,4.5,
370,1210,2,4.14043215
354,1035,4,4.140315388
560,1288,4,3.961131092
558,5420,5,3.111824194
584,165,5,4.38922082
7,3354,1.5,2.978815522
474,2670,3,3.701062143
560,62849,3.5,3.684105117
529,32,5,3.349389181
560,92694,4,
418,88129,4.5,3.329071433
518,1276,4.5,4.524509611
447,445,4,2.647991071
352,93510,2,4.032737671
221,296,5,4.401999528
419,2028,5,4.208095259
141,6373,3,3.004653872
448,2142,3,2.055002143
423,480,5,3.960363485
191,1,4,3.813498209
141,2700,3,3.819326422
140,39292,3.5,3.599040761
433,79132,3,4.064829738
603,1279,4,4.035340267
469,2762,5,3.96611183
307,39183,3.5,3.383398241
1,1278,5,4.328227633
414,464,2,2.842195698
117,1027,3,2.918542221
608,2124,3,3.255759113
298,6503,1,2.263778944
208,2617,3,2.944268567
387,3334,4,4.328161343
436,420,3,2.749057737
305,64620,3.5,4.120491548
301,1672,4,3.07331741
599,6793,1,1.478654556
199,3063,2,2.876290894
198,2340,1,3.436124412
523,594,4,3.875079397
54,17,3,3.415958848
330,778,4,4.130540032
599,256,2,2.697342157
600,1240,3,3.529283092
18,3751,3.5,3.566292546
23,296,3.5,3.9053873
125,147142,3,
274,2986,3.5,2.721732784
387,7438,4,3.753899828
298,96737,3,3.380341918
8,252,3,3.437102572
305,1234,5,4.18740535
174,349,4,4.095924628
571,1387,5,4.215960404
222,370,3,3.053107255
509,64957,2.5,3.571801929
219,4643,2.5,2.596564867
573,1225,4.5,4.410808101
480,4158,3,1.723954086
587,2738,4,
597,2474,4,3.643352678
73,88140,4.5,3.88970227
263,2724,3,2.725040363
481,1672,2,2.888869132
62,139385,4,4.093589941
491,49286,4.5,2.899175101
606,4392,3,3.5
254,2840,3.5,3.111315325
428,8861,3,2.901216632
474,3258,2.5,3.137317429
288,3095,4,3.965457698
249,2353,4.5,3.70256534
462,111,5,3.823663691
606,6100,4,
353,145,3,3.356465015
28,58803,3,3.902719884
140,648,4,3.716769703
395,316,3,3.267262126
480,5955,3,3.575129488
368,1995,2,1.328056869
474,2206,4.5,3
68,1476,3,3.44390409
595,1912,5,4.423319292
448,2124,3,3.433563146
18,80489,4,3.719929448
604,595,3,4.056924424
414,5524,3,2.55501321
141,1732,4,3.794664607
356,2353,3,3.612750023
331,7361,4,4.453401767
111,1907,3.5,3.533302363
64,1552,2,3.244875855
242,292,3,3.204988826
36,4025,2,2.313720814
424,318,3.5,4.390635718
66,4027,4,4.000695905
551,260,3.5,4.108430859
555,3448,5,3.884574731
489,736,2.5,3.179112328
414,1210,5,4.231265652
159,56367,5,3.6033998
599,104,2.5,3.221026338
84,105,3,3.259691186
176,780,4,4.178626385
17,58559,4.5,4.430564673
555,2091,3,3
379,527,3,4.289533194
160,198,5,2.845598032
387,5902,3.5,3.817067097
553,6378,4.5,4.160535927
558,555,3,3.99797797
217,2278,2,3.436567732
181,590,3,3.861701187
480,7147,4.5,3.687998892
414,1247,5,4.05566524
334,377,3,3.244328345
307,455,0.5,2.099710367
105,111360,3.5,2.91048356
249,7022,4,3.98388875
476,73,4,3.676803138
6,19,2,2.91588522
220,3751,3.5,3.709316908
414,2081,4,3.463964621
517,88125,3.5,3.644206237
395,110,4,3.760189277
42,2805,4,3.027228141
334,34405,4,4.061512507
469,3210,3,3.555378216
155,1302,3,3.653268611
480,1625,2,3.636788163
217,2384,4,2.605052532
572,2987,2,3.854706766
483,59784,4,3.601282201
368,858,5,4.166438457
481,1615,3,2.778933826
187,27846,4,4.193316309
298,84772,0.5,2.909950138
346,7179,2.5,
425,33166,3.5,4.06998184
249,2117,3.5,3.926228128
610,54648,1.5,3.095259657
249,104211,3.5,4.033513979
534,112818,3.5,4.004159107
39,592,4,3.494302889
217,1882,2,2.099683178
325,3918,4,2.849614864
109,383,3,3.164513617
325,2155,4,3.61026847
57,1270,4,4.134875661
395,500,3,3.257742225
89,7297,3.5,3.5
38,435,2,2.288067672
70,72011,4.5,3.710944766
94,17,1,3.605890374
460,68954,4.5,4.48279752
6,218,2,3.725575463
567,112290,0.5,3.824072778
367,3793,5,4.112137741
276,135,4,3.891500234
448,3263,4,3.175124286
